wdId,eng,chi,grade,gradechi
3795,installation,[名詞] 設施;安裝,3,中高級
3796,installment,[名詞] 分期付款;安置,3,中高級
3797,instance,[名詞] 例子,1,初級
3798,instant,[形容詞] 即時的; [名詞] 瞬間,1,初級
3799,instantaneous,[形容詞] 瞬間的;即時的,3,中高級
3800,instead,[副詞] 反而,2,中級
3801,instinct,[名詞] 本能;天性;直覺,2,中級
3802,instinctive,[形容詞] 本能的;直覺的,3,中高級
3803,institute,[名詞] (專科性的)學校,2,中級
3804,institution,[名詞] 機構,2,中級
3805,institutional,[形容詞] 機構的;制度的,3,中高級
3806,instruct,[動詞] 指示,2,中級
3807,instruction,[名詞] 教學,2,中級
3808,instructor,[名詞] 教練;指導者,2,中級
3809,instrument,[名詞] 儀器,1,初級
3810,instrumental,[形容詞] 有幫助的;(使用)器械的,3,中高級
3811,insufficient,[形容詞] 不充分的;不足的,3,中高級
3812,insulate,[動詞] 隔離;使絕緣,3,中高級
3813,insult,[動詞] 侮辱,2,中級
3814,insurance,[名詞] 保險;保險契約,2,中級
3815,insure,[動詞] 投保;確保,3,中高級
3816,insurer,[名詞] 保險業者;保證人,3,中高級
3817,intact,[形容詞] 完整無缺的;原封不動的,3,中高級
3818,intake,[名詞] 引入口;通風口;吸收,3,中高級
3819,integral,[形容詞] 不可缺的;整體的;積分的,3,中高級
3820,integrate,[動詞] 使結合;求積分,3,中高級
3821,integration,[名詞] 整合;積分,3,中高級
3822,integrity,[名詞] 正直;廉正;健全,3,中高級
3823,intellect,[名詞] 智力;理解力;有才智的人,3,中高級
3824,intellectual,[形容詞] 智力的; [名詞] 知識分子,2,中級
3825,intelligence,[名詞] 智能;智慧;理解力,2,中級
3826,intelligent,[形容詞] 有才智的,1,初級
3827,intelligible,[形容詞] 可理解的;清晰的,3,中高級
3828,intend,[動詞] 想要;打算,2,中級
3829,intense,[形容詞] 強烈的,2,中級
3830,intensify,[動詞] 加強,2,中級
3831,intensity,[名詞] 強度;極度,3,中高級
3832,intensive,[形容詞] 加強的;密集的,2,中級
3833,intent,[形容詞] 專注的;熱切的;堅決要做的; [名詞] 意圖;目的,3,中高級
3834,intention,[名詞] 意圖,2,中級
3835,inter,[動詞] 埋葬,3,中高級
3836,interact,[動詞] 互相作用,2,中級
3837,interaction,[名詞] 互動,3,中高級
3838,intercourse,[名詞] 交往;性交,3,中高級
3839,interest,[動詞] 使發生興趣; [名詞] 興趣,1,初級
3840,interested,[形容詞] 感興趣的,1,初級
3841,interesting,[形容詞] 有趣的,2,中級
3842,interfere,[動詞] 介入;干涉,2,中級
3843,interference,[名詞] 干涉,2,中級
3844,interim,[形容詞] 間歇的;過渡期間的; [名詞] 間歇;過渡期間,3,中高級
3845,interior,[形容詞] 內的;內部的; [名詞] 內部;內地,3,中高級
3846,intermediate,[形容詞] 中等程度的,2,中級
3847,intermittent,[形容詞] 間歇的;時斷時續的,3,中高級
3848,internal,[形容詞] 內部的,2,中級
3849,international,[形容詞] 國際的,1,初級
3850,interpret,[動詞] 解釋,2,中級
3851,interpretation,[名詞] 解釋;闡明,2,中級
3852,interpreter,[名詞] 通譯員,2,中級
3853,interrupt,[動詞] 打斷(談話和工作等),1,初級
3854,interruption,[名詞] 中止;干擾,3,中高級
3855,intersection,[名詞] 交叉點;十字路口,3,中高級
3856,interval,[名詞] 間隔;距離,2,中級
3857,intervene,[動詞] 介入;干預;調停,3,中高級
3858,intervention,[名詞] 介入;干預;調停,3,中高級
3859,interview,[動詞] 面談;採訪; [名詞] 面談;採訪,1,初級
3860,intimacy,[名詞] 熟悉;親密;親近,3,中高級
3861,intimate,[形容詞] 親密的,2,中級
3862,intimidate,[動詞] 威嚇;脅迫,3,中高級
3863,into,[介系詞] 進入,1,初級
3864,intonation,[名詞] 語調;抑揚之聲,3,中高級
3865,intricate,[形容詞] 錯綜複雜的,3,中高級
3866,intrigue,[動詞] 耍陰謀;激起好奇心; [名詞] 陰謀策劃;陰謀,3,中高級
3867,intrinsic,[形容詞] 內在的;本質的;固有的,3,中高級
3868,introduce,[動詞] 介紹,1,初級
3869,introduction,[名詞] 介紹;正式引見,2,中級
3870,intrude,[動詞] 侵入;闖入,2,中級
3871,intruder,[名詞] 侵入者;闖入者,2,中級
3872,intrusion,[名詞] 侵入;闖入;打擾,3,中高級
3873,intuition,[名詞] 直覺,3,中高級
3874,invade,[動詞] 侵入,2,中級
3875,invalid,[形容詞] 無效的;病弱的; [名詞] 病弱的人;殘疾者,3,中高級
3876,invaluable,[形容詞] 非常貴重的;無價的,3,中高級
3877,invariable,[形容詞] 不變的;一律的,3,中高級
3878,invasion,[名詞] 入侵,2,中級
3879,invent,[動詞] 發明,1,初級
3880,invention,[名詞] 發明,2,中級
3881,inventor,[名詞] 發明家,2,中級
3882,inventory,[名詞] 存貨清單,3,中高級
3883,invert,[動詞] 使反向;使倒轉,3,中高級
3884,invest,[動詞] 投(資),2,中級
3885,investigate,[動詞] 調查,1,初級
3886,investigation,[名詞] 調查,3,中高級
3887,investigator,[名詞] 調查者;研究者,3,中高級
3888,investment,[名詞] 投資;投資額,2,中級
3889,investor,[名詞] 投資者,2,中級
3890,invisible,[形容詞] 看不見的;無形的,2,中級
3891,invitation,[名詞] 邀請,1,初級
3892,invite,[動詞] 邀請,1,初級
3893,inviting,[形容詞] 吸引人的;誘人的,3,中高級
3894,involve,[動詞] 使捲入,2,中級
3895,involved,[形容詞] 牽扯在內的,2,中級
3896,involvement,[名詞] 介入,3,中高級
3897,inward,[副詞] 向內;向中心,3,中高級
3898,iron,[動詞] 熨燙; [名詞] 鐵;熨斗,1,初級
3899,ironic,[形容詞] 具有諷刺意味的;挖苦的,3,中高級
3900,ironically,[副詞] 說反話地;諷刺地,3,中高級
3901,irony,[名詞] 反語;諷刺;出乎意料的結果,3,中高級
3902,irregular,[形容詞] 不規則的,2,中級
3903,irrelevant,[形容詞] 不恰當的;無關係的,3,中高級
3904,irresistible,[形容詞] 不可抵抗的,3,中高級
3905,irrespective,[形容詞] 不考慮;不顧的,3,中高級
3906,irrigation,[名詞] 灌溉,3,中高級
3907,irritable,[形容詞] 易怒的;急躁的,3,中高級
3908,irritate,[動詞] 使惱怒;使煩躁,3,中高級
3909,irritation,[名詞] 激怒;惱怒,3,中高級
3910,is,[動詞] 是,1,初級
3911,island,[名詞] 島嶼,1,初級
3912,isle,[名詞] 小島,3,中高級
3913,isn't,[縮短形] is not,1,初級
3914,isolate,[動詞] 使孤立,2,中級
3915,isolated,[形容詞] 孤立的;隔離的,3,中高級
3916,isolation,[名詞] 隔離,2,中級
3917,issue,[動詞] 發行;發佈; [名詞] 問題;爭論;發行(物),2,中級
3918,it,[代名詞] 它,1,初級
3919,it'll,[縮短形] it will,1,初級
3920,it's,[縮短形] it is; it has,1,初級
3921,itch,[動詞] 發癢; [名詞] 癢,2,中級
3922,item,[名詞] 項目;品目,1,初級
3923,its,[代名詞] (所有格) 它的,1,初級
3924,itself,[代名詞] (反身代名詞) 它自己,1,初級
3925,ivory,[形容詞] 乳白色的; [名詞] 象牙,2,中級
3926,ivy,[名詞] 常春藤,3,中高級
3927,jack,[動詞] 用千斤頂托起,3,中高級
3928,jacket,[名詞] 夾克;外套,1,初級
3929,jade,[名詞] 玉;玉製品;綠玉色,3,中高級
3930,jail,[動詞] 監禁;拘留; [名詞] 監獄;拘留所,2,中級
3931,jam,[動詞] 擠;夾傷; [名詞] 果醬;擁塞,2,中級
3932,janitor,[名詞] 清潔工;管理員;看門人,3,中高級
3933,jar,[名詞] 罐,2,中級
3934,jasmine,[名詞] 茉莉;淡黃色,3,中高級
3935,jaw,[動詞] 對...嘮叨;責罵; [名詞] 頜;顎,2,中級
3936,jaywalk,[動詞] 不守交通規則橫穿馬路,3,中高級
3937,jazz,[名詞] 爵士樂,1,初級
3938,jealous,[形容詞] 嫉妒的,1,初級
3939,jealousy,[名詞] 妒忌;猜忌,2,中級
3940,jeans,[名詞] 牛仔褲,1,初級
3941,jeep,[名詞] 吉普車,1,初級
3942,jeer,[動詞] 嘲笑;嘲弄; [名詞] 嘲笑;奚落人的話,3,中高級
3943,jelly,[名詞] 果凍;果醬,2,中級
3944,jeopardize,[動詞] 冒...的危險;危及,3,中高級
3945,jerk,[動詞] 把...猛地一拉;顛簸;痙攣; [名詞] 猛然地一拉;顛簸;痙攣;怪人,3,中高級
3946,jersey,[名詞] 平針織物,3,中高級
3947,jet,[動詞] 噴出,2,中級
3948,jewel,[名詞] 寶石,2,中級
3949,jewellery,[名詞] (總稱)珠寶;首飾,2,中級
3950,jingle,[動詞] 發出叮噹聲; [名詞] (鈴、硬幣等金屬的)叮噹聲,3,中高級
3951,job,[名詞] 職業;工作,1,初級
3952,jobless,[形容詞] 失業的,3,中高級
3953,jockey,[動詞] (在賽馬中)騎(馬);耍手段;操作; [名詞] 賽馬的騎師;(機器等的)操作者,3,中高級
3954,jog,[動詞] 慢跑,1,初級
3955,join,[動詞] 加入,1,初級
3956,joint,[形容詞] 接頭;連接; [名詞] 接頭,1,初級
3957,joke,[動詞] 開玩笑; [名詞] 笑話,1,初級
3958,journal,[名詞] 日報;雜誌;期刊;日誌,2,中級
3959,journalism,[名詞] 新聞業;新聞學,3,中高級
3960,journalist,[名詞] 新聞工作者,1,初級
3961,journey,[動詞] 旅行; [名詞] 旅行,2,中級
3962,joy,[名詞] 歡喜;樂趣,1,初級
3963,joyful,[形容詞] 高興的,2,中級
3964,joyous,[形容詞] 快樂的;高興的,3,中高級
3965,judge,[動詞] 判斷;審判; [名詞] 法官,1,初級
3966,judgment,[名詞] 審判;裁判;判斷力,2,中級
3967,judicial,[形容詞] 司法的;法庭的,3,中高級
3968,judiciary,[名詞] 司法制度;(總稱)法官,3,中高級
3969,jug,[動詞] (用罐)煮;燉;監禁; [名詞] 水罐;甕;壺;監牢,3,中高級
3970,juice,[名詞] 果汁,1,初級
3971,juicy,[形容詞] 多汁的,2,中級
3972,jump,[動詞] 跳躍; [名詞] 跳躍;暴漲,1,初級
3973,jumper,[名詞] 跳躍者;滑橇;跳線;背心連褲,3,中高級
3974,junction,[名詞] 連接;匯合;接合點,3,中高級
3975,jungle,[名詞] (熱帶)叢林,2,中級
3976,junior,[形容詞] 年紀較輕的;資淺的三年級(生)的; [名詞] 較年少者;三年級生,2,中級
3977,junk,[名詞] 廢棄的舊物,2,中級
3978,jury,[名詞] 陪審團,2,中級
3979,just,[副詞] 正好;剛才,1,初級
3980,justice,[名詞] 正義;公平,2,中級
3981,justification,[名詞] 證明為正當;辯解,3,中高級
3982,justified,[形容詞] 有正當理由的;情有可原的,3,中高級
3983,justify,[動詞] 證明...是正當的;辯解,3,中高級
3984,juvenile,[形容詞] 少年的;孩子氣的;幼年的; [名詞] 青少年;幼體;兒童讀物,3,中高級
3985,kangaroo,[名詞] 袋鼠,1,初級
3986,keen,[形容詞] 熱心的;敏銳的;渴望的,2,中級
3987,keep,[動詞] 保留;保持,1,初級
3988,keeper,[名詞] 保管人;守衛,2,中級
3989,ketchup,[名詞] 番茄醬,1,初級
3990,kettle,[名詞] 水壺,2,中級
3991,key,[形容詞] 重要的,1,初級
3992,keyboard,[名詞] 鍵盤,2,中級
3993,kick,[動詞] 踢; [名詞] 踢;反衝,1,初級
3994,kid,[名詞] 小孩,1,初級
3995,kidnap,[動詞] 綁架;劫持,2,中級
3996,kidney,[名詞] 腎臟,2,中級
3997,kill,[動詞] 殺,1,初級
3998,killer,[名詞] 兇手;致命之物,3,中高級
3999,killing,[形容詞] 致命的;難以忍受的; [名詞] 謀殺;獵獲物,3,中高級
4000,kilogram,[名詞] 公斤,1,初級
4001,kilometer,[名詞] 公里,1,初級
4002,kin,[名詞] 家族;同類,3,中高級
4003,kind,[形容詞] 仁慈的; [名詞] 種類,1,初級
4004,kindergarten,[名詞] 幼稚園,1,初級
4005,kindle,[動詞] 點燃;煽動;照亮,3,中高級
4006,kindly,[形容詞] 親切的;和藹的;體貼的; [副詞] 親切地;和藹地;衷心地,2,中級
4007,kindness,[名詞] 仁慈;和藹,2,中級
4008,king,[名詞] 國王,1,初級
4009,kingdom,[名詞] 王國,1,初級
4010,kiss,[動詞] 親吻; [名詞] 吻,1,初級
4011,kit,[名詞] 成套工具;配套元件,2,中級
4012,kitchen,[名詞] 廚房,1,初級
4013,kite,[名詞] 風箏,1,初級
4014,kitten,[名詞] 小貓,1,初級
4015,knee,[名詞] 膝蓋,1,初級
4016,kneel,[動詞] 跪(下),2,中級
4017,knife,[名詞] 刀子,1,初級
4018,knight,[名詞] 騎士,2,中級
4019,knit,[動詞] 編織; [名詞] 編織衣物,2,中級
4020,knob,[名詞] 球形突出物,2,中級
4021,knock,[動詞] 敲,1,初級
4022,knot,[動詞] 把...打結;捆紮; [名詞] 花結;蝴蝶結,2,中級
4023,know,[動詞] 知道,1,初級
4024,know-how,[名詞] 技術;實際知識;竅門,3,中高級
4025,knowledge,[名詞] 學問;知識,1,初級
4026,knowledgeable,[形容詞] 博學的;有見識的,2,中級
4027,knuckle,[動詞] 用指關節敲打; [名詞] 關節;肘;蹄;(鉸鏈的)關節,3,中高級
4028,koala,[名詞] 澳洲產無尾熊,1,初級
4029,label,[動詞] 貼標籤於; [名詞] 貼紙;標籤;商標,2,中級
4030,labor,[動詞] 勞動;努力; [名詞] 勞工;分娩,2,中級
4031,laboratory,[名詞] 實驗室,2,中級
4032,lace,[動詞] 用花邊等裝飾; [名詞] 鞋帶;帶子;花邊,2,中級
4033,lack,[動詞] 缺乏; [名詞] 缺乏,1,初級
4034,lad,[名詞] 男孩;小伙子,3,中高級
4035,ladder,[名詞] 梯子,2,中級
4036,lady,[名詞] 淑女,1,初級
4037,ladybug,[名詞] 瓢蟲,2,中級
4038,lag,[動詞] 落後;延遲; [名詞] 滯後;衰退,2,中級
4039,lake,[名詞] 湖,1,初級
4040,lamb,[名詞] 小羊,1,初級
4041,lame,[形容詞] 跛腳的;站不住腳的,3,中高級
4042,lament,[動詞] 哀悼;悲痛;痛哭; [名詞] 悲痛之情;哀悼;悼詞,3,中高級
4043,lamp,[名詞] 燈,1,初級
4044,land,[動詞] 登陸; [名詞] 陸地,1,初級
4045,landing,[名詞] 降落;登陸;(樓梯中途的)平臺,3,中高級
4046,landlady,[名詞] 女房東,2,中級
4047,landlord,[名詞] 房東,2,中級
4048,landmark,[名詞] 地標,2,中級
4049,landscape,[動詞] 在(一片土地)上造園; [名詞] 風景,2,中級
4050,landslide,[名詞] 山崩;(選舉中的)壓倒性大勝利,2,中級
4051,lane,[名詞] 巷,2,中級
4052,language,[名詞] 語言,1,初級
4053,lantern,[名詞] 燈籠,2,中級
4054,lap,[名詞] 膝部;(衣,2,中級
4055,large,[形容詞] 大的,1,初級
4056,large-scale,[形容詞] 大規模的;大比例尺的,3,中高級
4057,largely,[副詞] 大部分;主要地;大量地,2,中級
4058,laser,[名詞] 雷射,2,中級
4059,lash,[動詞] 鞭打;(風浪等)猛烈打擊;斥責; [名詞] 鞭打;(風浪等的)猛烈打擊;斥責,3,中高級
4060,last,[形容詞] 最後的; [動詞] 持續; [名詞] 最後的人(或東西);最後;上回,1,初級
4061,lasting,[形容詞] 持久的;耐久的,3,中高級
4062,late,[形容詞] 晚的;遲的; [副詞] 遲到,1,初級
4063,lately,[副詞] 近來,2,中級
4064,latent,[形容詞] 潛伏的;潛在的,3,中高級
4065,later,[副詞] 稍後,1,初級
4066,latest,[形容詞] 最新的;最近的;最遲的,1,初級
4067,latitude,[名詞] 緯度;,2,中級
4068,latter,[形容詞] 後者,2,中級
4069,laugh,[動詞] 笑; [名詞] 笑,1,初級
4070,laughter,[名詞] 笑;笑聲,2,中級
4071,launch,[動詞] 發射;開始; [名詞] (船的)下水;發射,2,中級
4072,laundry,[名詞] 洗衣店;送洗的衣服,2,中級
4073,lava,[名詞] 熔岩;火山岩,3,中高級
4074,lavatory,[名詞] 盥洗室,2,中級
4075,lavish,[形容詞] 非常慷慨的;濫花的;大量的; [動詞] 揮霍;濫施,3,中高級
4076,law,[名詞] 法律,1,初級
4077,lawful,[形容詞] 合法的,2,中級
4078,lawmaker,[名詞] 立法者,3,中高級
4079,lawn,[名詞] 草坪,2,中級
4080,lawsuit,[名詞] 訴訟(尤指非刑事案件),3,中高級
4081,lawyer,[名詞] 律師,1,初級
4082,lay,[動詞] 置放;產卵,1,初級
4083,layer,[名詞] 層;階層;地層,2,中級
4084,layman,[名詞] (未受神職的)一般信徒;外行人,3,中高級
4085,layout,[名詞] 設計;佈局;版面設計,3,中高級
4086,lazy,[形容詞] 懶惰的,1,初級
4087,lead,[動詞] 引導; [名詞] 指導;領先地位;線索,1,初級
4088,lead-in,[名詞] 導入;開端,3,中高級
4089,leader,[名詞] 領袖,1,初級
4090,leadership,[名詞] 領導才能,1,初級
4091,leading,[形容詞] 帶領的;主要的,2,中級
4092,leaf,[名詞] 樹葉,1,初級
4093,leaflet,[名詞] 傳單;單張印刷品;小葉,2,中級
4094,league,[名詞] 同盟,2,中級
4095,leak,[動詞] 洩漏(祕密等); [名詞] (水,2,中級
4096,lean,[形容詞] 精瘦的;貧乏的; [動詞] 倚,2,中級
4097,leap,[動詞] 跳,2,中級
4098,learn,[動詞] 學習,1,初級
4099,learned,[形容詞] 有學問的,2,中級
4100,learner,[名詞] 學習者;初學者,2,中級
4101,learning,[名詞] 學習;學問,2,中級
4102,lease,[動詞] 出租(公寓、土地等); [名詞] 租約;租契;租賃,3,中高級
4103,least,[形容詞] 最小的;最少的;最不重要的; [副詞] 最小;最少;最不; [名詞] 最少,1,初級
4104,leather,[名詞] 皮革,2,中級
4105,leave,[動詞] 離開;丟下; [名詞] 准假;休假,1,初級
4106,lecture,[動詞] 講課;訓斥; [名詞] 授課;冗長的訓話,2,中級
4107,lecturer,[名詞] 講演者,2,中級
4108,lee,[形容詞] 避風處的;背風面的; [名詞] 保護;庇護所;背風處,3,中高級
4109,left,[形容詞] 左邊的; [副詞] 在左邊;向左; [名詞] 左,1,初級
4110,left wing,[片語] 左派,3,中高級
4111,left-hand,[形容詞] 左手的;左側的,3,中高級
4112,left-wing,[形容詞] 左派的,3,中高級
4113,leg,[名詞] 腿,1,初級
4114,legacy,[名詞] 遺產;遺贈;留給後人的東西,3,中高級
4115,legal,[形容詞] 合法的,1,初級
4116,legend,[名詞] 傳說;傳奇故事,2,中級
4117,legendary,[形容詞] 傳說的;傳奇的,2,中級
4118,legislation,[名詞] 立法;法規,3,中高級
4119,legislative,[形容詞] 立法的;有立法權的,3,中高級
4120,legislator,[名詞] 立法委員;國會議員,3,中高級
4121,legislature,[名詞] 立法機關;(美國的)州議會,3,中高級
4122,legitimate,[形容詞] 合法的;合法婚姻所生的;合理的,3,中高級
4123,leisure,[形容詞] 空閒的;業餘的; [名詞] 閒暇,2,中級
4124,leisurely,[形容詞] 從容不迫的,2,中級
4125,lemon,[名詞] 檸檬,1,初級
4126,lemonade,[名詞] 檸檬水,2,中級
4127,lend,[動詞] 出借,1,初級
4128,length,[名詞] (距離,1,初級
4129,lengthen,[動詞] 使加長,2,中級
4130,lengthy,[形容詞] 長的;冗長的;囉唆的,3,中高級
4131,lens,[名詞] 透鏡;鏡片,2,中級
4132,leopard,[名詞] 豹;美洲豹,2,中級
4133,lesbian,[形容詞] 女同性戀的; [名詞] 女同性戀者,3,中高級
4134,less,[副詞] 較小地,1,初級
4135,lessen,[動詞] 變小;變少;減輕,3,中高級
4136,lesser,[形容詞] 較小的;更少的;次要的,3,中高級
4137,lesson,[名詞] 課;教訓,1,初級
4138,lest,[連接詞] 惟恐;免得;擔心,3,中高級
4139,let,[動詞] 讓,1,初級
4140,let's,[縮短形] let us,1,初級
4141,lethal,[形容詞] 致命的;危險的;毀滅性的,3,中高級
4142,letter,[名詞] 信;字母,1,初級
4143,lettuce,[名詞] 類似萵苣的生菜,1,初級
4144,level,[形容詞] 水平的,1,初級
4145,lever,[動詞] (用槓桿)撬起;用控制桿操縱; [名詞] 槓桿;控制桿;手段,3,中高級
4146,levy,[動詞] 徵收(稅等);強索; [名詞] 徵稅;稅款,3,中高級
4147,liability,[名詞] 義務;傾向;債務,3,中高級
4148,liable,[形容詞] 易...的;可能的;負有法律責任的,3,中高級
4149,liar,[名詞] 說謊的人,2,中級
4150,libel,[動詞] (用文字等)誹謗; [名詞] (利用文字等的)誹謗(罪),3,中高級
4151,liberal,[形容詞] 自由主義的; [名詞] 自由主義者,2,中級
4152,liberalize,[動詞] 使自由化,3,中高級
4153,liberate,[動詞] 解放,2,中級
4154,liberation,[名詞] 解放;釋出,3,中高級
4155,liberty,[名詞] 自由;自由權,2,中級
4156,librarian,[名詞] 圖書館員,2,中級
4157,library,[名詞] 圖書館,1,初級
4158,license,[動詞] 許可,2,中級
4159,lick,[動詞] 舔; [名詞] 舔,1,初級
4160,lid,[名詞] 蓋子,1,初級
4161,lie,[動詞] 說謊;躺; [名詞] 謊言,1,初級
4162,lieutenant,[名詞] 中尉(或少尉);助理官,3,中高級
4163,life,[名詞] 人生;生命,1,初級
4164,lifeboat,[名詞] 救生艇,3,中高級
4165,lifeguard,[名詞] 救生員,3,中高級
4166,lifelong,[形容詞] 終身的;一輩子的,3,中高級
4167,lifestyle,[名詞] 生活方式,3,中高級
4168,lifetime,[名詞] 一生,2,中級
4169,lift,[動詞] 舉起; [名詞] 提,1,初級
4170,light,[形容詞] 輕的; [動詞] 點(火);點燃;照亮; [副詞] 輕地;輕裝地; [名詞] 光線;燈,1,初級
4171,lighten,[動詞] 使光明,2,中級
4172,lighthouse,[名詞] 燈塔,2,中級
4173,lighting,[名詞] 照明;點火;照明設備,3,中高級
4174,lightning,[名詞] 閃電,1,初級
4175,lightweight,[形容詞] 輕量級的;輕量的;無足輕重的; [名詞] 重量低的人(或物);無足輕重的人,3,中高級
4176,like,[動詞] 喜歡; [介系詞] 像;如,1,初級
4177,likelihood,[名詞] 可能;可能性,3,中高級
4178,likely,[形容詞] 有可能的; [副詞] 很可能,1,初級
4179,likewise,[副詞] 同樣地;也;又,3,中高級
4180,lily,[名詞] 百合花,2,中級
4181,limb,[名詞] 肢;臂,2,中級
4182,lime,[名詞] 石灰;酸橙,3,中高級
4183,limit,[動詞] 限定; [名詞] 限度,1,初級
4184,limitation,[名詞] 極限,2,中級
4185,limited,[形容詞] 有限的,3,中高級
4186,limousine,[名詞] 大轎車,3,中高級
4187,limp,[形容詞] 軟綿綿的;鬆弛的;無精神的; [動詞] 跛行; [名詞] 跛行,3,中高級
4188,line,[動詞] 排隊; [名詞] 線;隊伍,1,初級
4189,linear,[形容詞] 直線的;長度的;線性的,3,中高級
4190,linen,[名詞] 亞麻布製品(如床單,2,中級
4191,liner,[名詞] 班輪;眼線筆,3,中高級
4192,lineup,[名詞] 列隊;電視節目時間表,3,中高級
4193,linger,[動詞] 繼續逗留;持續;磨蹭,3,中高級
4194,linguist,[名詞] 語言學者;通曉數種外語的人,3,中高級
4195,lining,[名詞] 襯裡;內層,3,中高級
4196,link,[動詞] 聯繫; [名詞] 環節,1,初級
4197,lion,[名詞] 獅子,1,初級
4198,lip,[名詞] 嘴唇,1,初級
4199,lipstick,[名詞] 口紅,2,中級
4200,liquid,[名詞] 液體,1,初級
4201,liquor,[名詞] 酒;含酒精飲料,2,中級
4202,list,[動詞] 列成表; [名詞] 單子,1,初級
4203,listen,[動詞] 傾聽,1,初級
4204,listener,[名詞] 傾聽者,2,中級
4205,liter,[名詞] 公升,1,初級
4206,literacy,[名詞] 識字;讀寫能力,3,中高級
4207,literal,[形容詞] 照字面的;原義的;如實的,3,中高級
4208,literally,[副詞] 逐字地;照字面地;正確地,3,中高級
4209,literary,[形容詞] 文學的,2,中級
4210,literate,[形容詞] 能讀寫的;有文化修養的,3,中高級
4211,literature,[名詞] 文學;文學作品,2,中級
4212,litter,[動詞] 亂丟(雜物); [名詞] 廢棄物,2,中級
4213,little,[形容詞] 很少的; [副詞] 一點點; [名詞] 沒有多少;短時間;短距離,1,初級
4214,live,[形容詞] 活的,2,中級
4215,live-in,[形容詞] 住在受雇之處的;(未婚而)同居的,3,中高級
4216,lively,[形容詞] 精力充沛的;活潑的,2,中級
4217,liver,[名詞] 肝臟,2,中級
4218,livestock,[名詞] (總稱)家畜,3,中高級
4219,living,[形容詞] 活的;活著的;現存的;逼真的; [名詞] 生計;生活(方式);活;生存,3,中高級
4220,lizard,[名詞] 蜥蜴,3,中高級
4221,llama,[名詞] 美洲駝;無峰駝,3,中高級
4222,load,[動詞] 裝,2,中級
4223,loaded,[形容詞] 裝載的;帶有許多裝備的,3,中高級
4224,loaf,[名詞] 一條(麵包),1,初級
4225,loan,[動詞] 借出,2,中級
4226,lobby,[名詞] 大廳;門廊,2,中級
4227,lobster,[名詞] 龍蝦,2,中級
4228,local,[形容詞] 本地的; [名詞] 當地居民,1,初級
4229,locality,[名詞] 地區;場所;現場,3,中高級
4230,locate,[動詞] 把...設置在;使...座落於,2,中級
4231,located,[形容詞] 坐落的;位於的,3,中高級
4232,location,[名詞] 位置;場所,2,中級
4233,lock,[動詞] 鎖住; [名詞] 鎖,1,初級
4234,locker,[名詞] (公共場所的)衣物櫃,2,中級
4235,locomotive,[形容詞] 活動的;移動的;火車頭的,3,中高級
4236,locust,[名詞] 蝗蟲,3,中高級
4237,lodge,[動詞] 租房間給...住;申訴;暫住;投宿; [名詞] 木屋;小旅舍;守衛室,3,中高級
4238,lofty,[形容詞] 高聳的;極高的;高傲的,3,中高級
4239,log,[動詞] 伐(林木);把...記入航海日誌; [名詞] 原木;木料;工作記錄簿,2,中級
4240,logic,[名詞] 邏輯;邏輯學,2,中級
4241,logical,[形容詞] 合邏輯的;合理的,2,中級
4242,logo,[名詞] 商標,3,中高級
4243,lollipop,[名詞] 棒棒糖,3,中高級
4244,lone,[形容詞] 孤單的;無伴的,3,中高級
4245,loneliness,[名詞] 孤獨,2,中級
4246,lonely,[形容詞] 寂寞的,1,初級
4247,lonesome,[形容詞] 寂寞的;孤單的;荒涼的,3,中高級
4248,long,[形容詞] 長的; [動詞] 長久地;始終; 渴望; [副詞] 長久地;始終,1,初級
4249,long-standing,[形容詞] 存在已久的;長年的,3,中高級
4250,long-term,[形容詞] 長期的,2,中級
4251,longevity,[名詞] 長壽;壽命,3,中高級
4252,longitude,[名詞] 經度,3,中高級
4253,look,[動詞] 看; [名詞] 看;瞥;臉色;眼神;表情,1,初級
4254,loom,[動詞] 織布;隱約地出現; [名詞] 織布機;織造術,3,中高級
4255,loop,[動詞] 把(繩等)打成環; [名詞] (線,2,中級
4256,loose,[形容詞] 鬆的,2,中級
4257,loosen,[動詞] 鬆開,2,中級
4258,loot,[動詞] 搶劫;洗劫;強奪; [名詞] (總稱)戰利品;掠奪物;贓物,3,中高級
4259,lord,[名詞] (大寫)上帝,2,中級
4260,lorry,[名詞] 卡車,2,中級
4261,lose,[動詞] 輸;失去,1,初級
4262,loser,[名詞] 輸家,1,初級
4263,loss,[名詞] 損失,1,初級
4264,lost,[形容詞] 弄丟的,3,中高級
4265,lot,[名詞] 很多,1,初級
4266,lotion,[名詞] (化妝等用的)化妝水,2,中級
4267,lottery,[名詞] 獎券;彩票;抽籤;運氣,3,中高級
4268,lotus,[名詞] 蓮花,3,中高級
4269,loud,[形容詞] 大聲的; [副詞] 大聲地,1,初級
4270,loudspeaker,[名詞] 揚聲器,2,中級
4271,lounge,[動詞] (懶洋洋地)倚靠;閒蕩; [名詞] (旅館等的)會客廳;候機室;躺椅,3,中高級
4272,lousy,[形容詞] 不潔的;卑鄙的;討厭的,2,中級
4273,love,[動詞] 愛好,1,初級
4274,lovely,[形容詞] 動人的,1,初級
4275,lover,[名詞] 情人,1,初級
4276,loving,[形容詞] 鍾愛的;深情的,3,中高級
4277,low,[形容詞] 低的;矮的,1,初級
